path,proxy_type,license,credit,source,suggested_label,sha256,alt,query,kind,id
attention-proxies/hard_negative_down/hard_negative_down_p18814834.jpg,hard_negative_down,Pexels,C.T. PHAT / Pexels,https://www.pexels.com/photo/18814834/,at_desk,a96d227900f66fc093e789a1f472b764a5c07a8e692bb005a358dd34f9544dd5,"Asian woman wearing a hoodie and glasses, sitting at a table, immersed in writing.",student writing notebook desk looking down,pexels,18814834
attention-proxies/hard_negative_down/hard_negative_down_p18870250.jpg,hard_negative_down,Pexels,World Sikh Organization of Canada / Pexels,https://www.pexels.com/photo/18870250/,at_desk,842ceb3cf81607513092afde5a59865a99b37735608368b7c9e91e317cd5eac1,"A middle eastern boy in a blue t-shirt diligently writes in a classroom, focusing on his work.",student writing notebook desk looking down,pexels,18870250
attention-proxies/hard_negative_down/hard_negative_down_p18870253.jpg,hard_negative_down,Pexels,World Sikh Organization of Canada / Pexels,https://www.pexels.com/photo/18870253/,at_desk,4f1a4d65e2f9932124f2a2b36fae2462d3638f9ff4ce65ea4273b6b2848594af,"Teenage student writing at a desk in a classroom, focusing on learning and education.",student writing notebook desk looking down,pexels,18870253
attention-proxies/hard_negative_down/hard_negative_down_p19314243.jpg,hard_negative_down,Pexels,C.T. PHAT / Pexels,https://www.pexels.com/photo/19314243/,at_desk,fe1b6172842d122b9540d355cbbd18ceb93bce6e3d48b9bea97296380a213db2,"A student wearing a hoodie is deeply engaged in writing notes at a wooden study desk, surrounded by educational materials.",student writing notebook desk looking down,pexels,19314243
attention-proxies/hard_negative_down/hard_negative_down_p207756.jpg,hard_negative_down,Pexels,Pixabay / Pexels,https://www.pexels.com/photo/207756/,at_desk,b8c2630132195f0c6c0fbbaee838e79431c8273c76de6cb5d77a61f6e0422e28,Close-up of a student writing math equations in a notebook with a pencil indoors.,student writing notebook desk looking down,pexels,207756
attention-proxies/hard_negative_down/hard_negative_down_p267491.jpg,hard_negative_down,Pexels,Pixabay / Pexels,https://www.pexels.com/photo/267491/,at_desk,793d20a951962ce18a6a2c6ca3f2f66210d46ffb20dccc0854cbae011221d760,A young student writing in a notebook during a study session indoors.,student writing notebook desk looking down,pexels,267491
attention-proxies/hard_negative_down/hard_negative_down_p29559591.jpg,hard_negative_down,Pexels,Beniam / Pexels,https://www.pexels.com/photo/29559591/,at_desk,fffd42a1e2c622c0b4f583ea1dc5b39b1a5a4296f390d492e47e74ceab115e46,Young student concentrating on his writing task in a bright classroom setting in Seattle.,student writing notebook desk looking down,pexels,29559591
attention-proxies/hard_negative_down/hard_negative_down_p31864438.jpg,hard_negative_down,Pexels,Bhupindra International Public School / Pexels,https://www.pexels.com/photo/31864438/,at_desk,257acfb042c99afe73ccdcf0024a11e28180e97cbc09de3b25c874ee81cc13c8,Children in red uniforms focused on writing exercises at school desk.,student writing notebook desk looking down,pexels,31864438
attention-proxies/hard_negative_down/hard_negative_down_p3202028.jpg,hard_negative_down,Pexels,cottonbro studio / Pexels,https://www.pexels.com/photo/3202028/,at_desk,8967a305373396c8e433c4c86ddfb1eef4c7cbafa147ff8afeee46862cf9b2c7,"Man writing in a notebook, focused on his work, surrounded by books and papers.",student writing notebook desk looking down,pexels,3202028
attention-proxies/hard_negative_down/hard_negative_down_p35745677.jpg,hard_negative_down,Pexels,Ahmet Kurt / Pexels,https://www.pexels.com/photo/35745677/,at_desk,a463009ecfa5a16485bb2012f5a4397123eb863b4c894c95fa4baf23dd59850b,A teacher and student working together at school with books and notes.,student writing notebook desk looking down,pexels,35745677
attention-proxies/hard_negative_down/hard_negative_down_p36812785.jpg,hard_negative_down,Pexels,Vitaly Gariev / Pexels,https://www.pexels.com/photo/36812785/,at_desk,cf117641650899201cf547aad97ad6a17b76dc349110e693b00194295fe5ecd7,A young girl focuses on writing at a desk in a bright and cozy home setting.,student writing notebook desk looking down,pexels,36812785
attention-proxies/hard_negative_down/hard_negative_down_p37757926.jpg,hard_negative_down,Pexels,Gera Cejas / Pexels,https://www.pexels.com/photo/37757926/,at_desk,0bc93c0f19c5fcae8e27e13810a2f81e5c5f8d81d6dddae5b73b8ebebaa1d316,A student deeply concentrating on notes in a sunlit classroom setting.,student writing notebook desk looking down,pexels,37757926
attention-proxies/hard_negative_down/hard_negative_down_p37757956.jpg,hard_negative_down,Pexels,Gera Cejas / Pexels,https://www.pexels.com/photo/37757956/,at_desk,a765fd10e7b682b391dd1ab50365580d50844ebc15fabd14c2f1285053009e40,Young man intensely focused while writing at university classroom in daylight.,student writing notebook desk looking down,pexels,37757956
attention-proxies/hard_negative_down/hard_negative_down_p37757978.jpg,hard_negative_down,Pexels,Gera Cejas / Pexels,https://www.pexels.com/photo/37757978/,at_desk,c8ec5dd6f888c725b62383761cc59207c0f19b3d60c04eaca20e764888074aae,Focused student writing notes in a notebook during class.,student writing notebook desk looking down,pexels,37757978
attention-proxies/hard_negative_down/hard_negative_down_p37761860.jpg,hard_negative_down,Pexels,Irene Vega / Pexels,https://www.pexels.com/photo/37761860/,at_desk,da4fb221e5d2227733f68731cb2f0fd05928578f5424c3399a6bcef485af646e,"Young man studying in a Buenos Aires classroom, focused on writing notes.",student writing notebook desk looking down,pexels,37761860
attention-proxies/hard_negative_down/hard_negative_down_p37762601.jpg,hard_negative_down,Pexels,Gera Cejas / Pexels,https://www.pexels.com/photo/37762601/,at_desk,8d8773503757fe1395f544283e84bd3791c32014368fe95d5addb14def2bf757,University student writing in a classroom with dramatic lighting in Buenos Aires.,student writing notebook desk looking down,pexels,37762601
